Model,Run,Pathology,Validation AUC,Test AUC
convnext_large,4,Pneumonia,0.654040404040404,0.36328125
convnext_large,4,Pneumothorax,0.6085858585858586,0.5650510204081634
convnext_large,5,Atelectasis,0.5972850678733032,0.6235700984304337
convnext_large,5,Cardiomegaly,0.8189473684210528,0.748182611224193
convnext_large,5,Consolidation,0.8636363636363636,0.6516927083333334
convnext_large,5,Edema,0.6439393939393939,0.7939698492462312
convnext_large,5,Effusion,0.7912234042553191,0.6342105263157896
convnext_large,5,Emphysema,0.6676923076923077,0.2923076923076923
convnext_large,5,Fibrosis,0.4973821989528796,0.40740740740740744
convnext_large,5,Hernia,,0.6598984771573603
convnext_large,5,Infiltration,0.6894444444444445,0.5790237706405371
convnext_large,5,Mass,0.51996151996152,0.5345052083333333
convnext_large,5,Nodule,0.4877868245743894,0.5635359116022098
convnext_large,5,Pleural_Thickening,0.6010362694300518,0.5781440781440781
convnext_large,5,Pneumonia,0.14393939393939392,0.5390625
convnext_large,5,Pneumothorax,0.7626262626262627,0.7346938775510203
swin_b,1,Atelectasis,0.5368161250514192,0.5277999467943602
swin_b,1,Cardiomegaly,0.5505263157894736,0.5492875835998837
swin_b,1,Consolidation,0.547979797979798,0.6100260416666667
swin_b,1,Edema,0.8712121212121212,0.6130653266331658
swin_b,1,Effusion,0.5625,0.31157894736842107
swin_b,1,Emphysema,0.5333333333333334,0.47282051282051285
swin_b,1,Fibrosis,0.46131471785922046,0.48869648869648874
swin_b,1,Hernia,,0.350253807106599
swin_b,1,Infiltration,0.6869444444444444,0.5450916349119941
swin_b,1,Mass,0.5834535834535834,0.6471354166666667
swin_b,1,Nodule,0.5144337527757217,0.5597557429485316
swin_b,1,Pleural_Thickening,0.4752035529237602,0.4694749694749695
swin_b,1,Pneumonia,0.33080808080808083,0.5032552083333333
swin_b,1,Pneumothorax,0.1616161616161616,0.5153061224489797
swin_b,2,Atelectasis,0.41217605923488276,0.4831072093641926
swin_b,2,Cardiomegaly,0.4636842105263158,0.4382087816225647
swin_b,2,Consolidation,0.5631313131313131,0.5696614583333333
swin_b,2,Edema,0.7575757575757576,0.4522613065326633
swin_b,2,Effusion,0.5554078014184397,0.6773684210526316
swin_b,2,Emphysema,0.4523076923076923,0.6512820512820513
swin_b,2,Fibrosis,0.5741710296684119,0.5339105339105339
swin_b,2,Hernia,,0.6683587140439933
swin_b,2,Infiltration,0.6763888888888889,0.5452730901832699
swin_b,2,Mass,0.583934583934584,0.615234375
swin_b,2,Nodule,0.5662472242783123,0.4475138121546961
swin_b,2,Pleural_Thickening,0.5625462620281273,0.46306471306471303
swin_b,2,Pneumonia,0.3207070707070707,0.6881510416666666
swin_b,2,Pneumothorax,0.6161616161616161,0.8494897959183673
swin_b,3,Atelectasis,0.40723981900452494,0.48922585794094176
swin_b,3,Cardiomegaly,0.498421052631579,0.412038383250945
swin_b,3,Consolidation,0.6616161616161615,0.6471354166666667
swin_b,3,Edema,0.8055555555555556,0.592964824120603
swin_b,3,Effusion,0.5930851063829787,0.6363157894736842
swin_b,3,Emphysema,0.35794871794871796,0.6000000000000001
swin_b,3,Fibrosis,0.4688772542175683,0.2765752765752766
swin_b,3,Hernia,,0.47715736040609136
swin_b,3,Infiltration,0.6605555555555556,0.5371076029758665
swin_b,3,Mass,0.48917748917748916,0.39973958333333337
swin_b,3,Nodule,0.5558845299777943,0.46815934864786274
swin_b,3,Pleural_Thickening,0.5196150999259808,0.39377289377289376
swin_b,3,Pneumonia,0.2272727272727273,0.7526041666666667
swin_b,3,Pneumothorax,0.5909090909090909,0.7181122448979592
swin_b,4,Atelectasis,0.6096256684491979,0.5347166799680766
swin_b,4,Cardiomegaly,0.56,0.5335853445769119
swin_b,4,Consolidation,0.4671717171717172,0.359375
swin_b,4,Edema,0.202020202020202,0.4371859296482412
swin_b,4,Effusion,0.4224290780141844,0.3694736842105263
swin_b,4,Emphysema,0.6051282051282052,0.28717948717948716
swin_b,4,Fibrosis,0.4578243164630599,0.5464165464165465
swin_b,4,Hernia,,0.2910321489001692
swin_b,4,Infiltration,0.45305555555555554,0.566321901651243
swin_b,4,Mass,0.37373737373737376,0.33723958333333337
swin_b,4,Nodule,0.44929681717246484,0.5472521081709799
swin_b,4,Pleural_Thickening,0.464840858623242,0.5659340659340659
swin_b,4,Pneumonia,0.6565656565656566,0.31315104166666663
swin_b,4,Pneumothorax,0.4267676767676768,0.1900510204081633
resnet50,1,Atelectasis,0.5717811600164542,0.6078744346900772
resnet50,1,Cardiomegaly,0.6652631578947369,0.6970049432974702
resnet50,1,Consolidation,0.7474747474747474,0.5442708333333334
resnet50,1,Edema,0.7752525252525252,0.8391959798994975
resnet50,1,Effusion,0.7624113475177305,0.5910526315789474
resnet50,1,Emphysema,0.601025641025641,0.5835897435897436
resnet50,1,Fibrosis,0.4572425828970332,0.696969696969697
resnet50,1,Hernia,,0.637901861252115
resnet50,1,Infiltration,0.6083333333333334,0.5440029032843404
resnet50,1,Mass,0.6493506493506493,0.5169270833333334
resnet50,1,Nodule,0.5440414507772021,0.4501308519918581
resnet50,1,Pleural_Thickening,0.6432272390821614,0.5076312576312576
resnet50,1,Pneumonia,0.5555555555555556,0.5618489583333334
resnet50,1,Pneumothorax,0.6161616161616161,0.7206632653061225
swin_b,5,Atelectasis,0.43644590703414227,0.45198191008246874
swin_b,5,Cardiomegaly,0.5457894736842106,0.5388194242512359
swin_b,5,Consolidation,0.6414141414141414,0.650390625
swin_b,5,Edema,0.6767676767676767,0.46733668341708545
swin_b,5,Effusion,0.34973404255319146,0.37315789473684213
swin_b,5,Emphysema,0.3517948717948718,0.7230769230769231
swin_b,5,Fibrosis,0.4909831297265852,0.30254930254930257
swin_b,5,Hernia,,0.5956006768189509
swin_b,5,Infiltration,0.6861111111111111,0.5416439847577572
swin_b,5,Mass,0.5901875901875903,0.4817708333333333
swin_b,5,Nodule,0.617320503330866,0.46583309101482984
swin_b,5,Pleural_Thickening,0.2686898593634345,0.5016788766788767
swin_b,5,Pneumonia,0.2222222222222222,0.708984375
swin_b,5,Pneumothorax,0.40909090909090906,0.8418367346938775
resnet50,2,Atelectasis,0.6532291238173591,0.6233040702314445
resnet50,2,Cardiomegaly,0.6336842105263158,0.5725501599302123
resnet50,2,Consolidation,0.7550505050505051,0.6178385416666667
resnet50,2,Edema,0.7954545454545454,0.6733668341708543
resnet50,2,Effusion,0.7065602836879432,0.5584210526315789
resnet50,2,Emphysema,0.6625641025641026,0.7333333333333334
resnet50,2,Fibrosis,0.5497382198952879,0.6863876863876863
resnet50,2,Hernia,,0.6040609137055838
resnet50,2,Infiltration,0.6572222222222223,0.5784794048267102
resnet50,2,Mass,0.6464646464646465,0.541015625
resnet50,2,Nodule,0.2783123612139156,0.4582727537074731
resnet50,2,Pleural_Thickening,0.40118430792005916,0.5738705738705738
resnet50,2,Pneumonia,0.45707070707070707,0.66015625
resnet50,2,Pneumothorax,0.8207070707070707,0.7653061224489797
resnet50,3,Atelectasis,0.6088029617441383,0.6299547752061718
resnet50,3,Cardiomegaly,0.5094736842105263,0.5809828438499564
resnet50,3,Consolidation,0.7474747474747474,0.53125
resnet50,3,Edema,0.42424242424242425,0.25125628140703515
resnet50,3,Effusion,0.6843971631205673,0.6305263157894737
resnet50,3,Emphysema,0.49230769230769234,0.717948717948718
resnet50,3,Fibrosis,0.43688190808609656,0.5584415584415584
resnet50,3,Hernia,,0.38409475465313025
resnet50,3,Infiltration,0.7013888888888888,0.5733986572309926
resnet50,3,Mass,0.6046176046176046,0.5078125
resnet50,3,Nodule,0.46632124352331605,0.4943297470194824
resnet50,3,Pleural_Thickening,0.5196150999259808,0.5442612942612943
resnet50,3,Pneumonia,0.27525252525252525,0.677734375
resnet50,3,Pneumothorax,0.6994949494949495,0.6951530612244898
resnet50,4,Atelectasis,0.5738379267791033,0.6022878425113062
resnet50,4,Cardiomegaly,0.5963157894736841,0.5670252980517593
resnet50,4,Consolidation,0.8207070707070707,0.744140625
resnet50,4,Edema,0.7752525252525252,0.864321608040201
resnet50,4,Effusion,0.7947695035460992,0.5952631578947368
resnet50,4,Emphysema,0.49846153846153846,0.49128205128205127
resnet50,4,Fibrosis,0.5602094240837696,0.5622895622895623
resnet50,4,Hernia,,0.7918781725888325
resnet50,4,Infiltration,0.6380555555555556,0.6409000181455271
resnet50,4,Mass,0.7335257335257336,0.677734375
resnet50,4,Nodule,0.6084381939304219,0.47368421052631576
resnet50,4,Pleural_Thickening,0.6521095484826054,0.4355921855921856
resnet50,4,Pneumonia,0.7146464646464646,0.6178385416666667
resnet50,4,Pneumothorax,0.6590909090909092,0.8660714285714286
resnet50,5,Atelectasis,0.609214315096668,0.6794360202181431
resnet50,5,Cardiomegaly,0.7910526315789475,0.6868275661529515
resnet50,5,Consolidation,0.9772727272727273,0.5325520833333334
resnet50,5,Edema,0.5858585858585859,0.4522613065326633
resnet50,5,Effusion,0.7420212765957447,0.756842105263158
resnet50,5,Emphysema,0.6235897435897436,0.277948717948718
resnet50,5,Fibrosis,0.5474112856311809,0.5401635401635402
resnet50,5,Hernia,,0.6632825719120136
resnet50,5,Infiltration,0.5822222222222222,0.5937216476138631
resnet50,5,Mass,0.6575276575276575,0.49283854166666663
resnet50,5,Nodule,0.32790525536639525,0.48851410293690023
resnet50,5,Pleural_Thickening,0.4855662472242783,0.5564713064713065
resnet50,5,Pneumonia,0.553030303030303,0.6477864583333334
resnet50,5,Pneumothorax,0.7575757575757576,0.7244897959183674
mobilenet_v3_large,1,Atelectasis,0.7120526532291238,0.62463421122639
mobilenet_v3_large,1,Cardiomegaly,0.6857894736842105,0.718232044198895
mobilenet_v3_large,1,Consolidation,0.851010101010101,0.45638020833333337
mobilenet_v3_large,1,Edema,0.75,0.22613065326633164
mobilenet_v3_large,1,Effusion,0.7522163120567376,0.7115789473684211
mobilenet_v3_large,1,Emphysema,0.6276923076923077,0.7733333333333334
mobilenet_v3_large,1,Fibrosis,0.4048865619546248,0.5541125541125542
mobilenet_v3_large,1,Hernia,,0.7935702199661591
mobilenet_v3_large,1,Infiltration,0.5638888888888889,0.5200508074759571
mobilenet_v3_large,1,Mass,0.6363636363636365,0.5052083333333333
mobilenet_v3_large,1,Nodule,0.5240562546262029,0.3815062518173888
mobilenet_v3_large,1,Pleural_Thickening,0.5107327905255366,0.4984737484737485
mobilenet_v3_large,1,Pneumonia,0.5454545454545454,0.552734375
mobilenet_v3_large,1,Pneumothorax,0.8358585858585859,0.514030612244898
mobilenet_v3_large,2,Atelectasis,0.5960510078157137,0.6719872306464485
mobilenet_v3_large,2,Cardiomegaly,0.5147368421052632,0.5577202675196278
mobilenet_v3_large,2,Consolidation,0.5303030303030304,0.3248697916666667
mobilenet_v3_large,2,Edema,0.4191919191919192,0.6633165829145728
mobilenet_v3_large,2,Effusion,0.5403368794326241,0.5752631578947368
mobilenet_v3_large,2,Emphysema,0.48923076923076925,0.6112820512820513
mobilenet_v3_large,2,Fibrosis,0.4950552646887726,0.544973544973545
mobilenet_v3_large,2,Hernia,,0.3282571912013536
mobilenet_v3_large,2,Infiltration,0.5208333333333333,0.512248230811105
mobilenet_v3_large,2,Mass,0.4531024531024531,0.5996093750000001
mobilenet_v3_large,2,Nodule,0.4463360473723168,0.5274789182902007
mobilenet_v3_large,2,Pleural_Thickening,0.4322723908216136,0.5885225885225885
mobilenet_v3_large,2,Pneumonia,0.3964646464646464,0.40039062499999994
mobilenet_v3_large,2,Pneumothorax,0.5606060606060606,0.6058673469387755
mobilenet_v3_large,3,Atelectasis,0.7330316742081447,0.6076084064910879
mobilenet_v3_large,3,Cardiomegaly,0.7457894736842106,0.6632742076184938
mobilenet_v3_large,3,Consolidation,0.7121212121212122,0.6875
mobilenet_v3_large,3,Edema,0.36363636363636365,0.6281407035175879
mobilenet_v3_large,3,Effusion,0.7007978723404256,0.46263157894736845
mobilenet_v3_large,3,Emphysema,0.5702564102564103,0.6215384615384616
mobilenet_v3_large,3,Fibrosis,0.4874927283304247,0.5998075998075998
mobilenet_v3_large,3,Hernia,,0.36548223350253806
mobilenet_v3_large,3,Infiltration,0.668611111111111,0.6252948648158229
mobilenet_v3_large,3,Mass,0.5238095238095238,0.5709635416666667
mobilenet_v3_large,3,Nodule,0.5255366395262768,0.5036347775516138
mobilenet_v3_large,3,Pleural_Thickening,0.4507772020725388,0.6282051282051282
mobilenet_v3_large,3,Pneumonia,0.6565656565656566,0.4264322916666667
mobilenet_v3_large,3,Pneumothorax,0.3686868686868687,0.49107142857142855
mobilenet_v3_large,4,Atelectasis,0.7058823529411765,0.6195796754455972
mobilenet_v3_large,4,Cardiomegaly,0.6405263157894737,0.623437045652806
mobilenet_v3_large,4,Consolidation,0.3888888888888889,0.525390625
mobilenet_v3_large,4,Edema,0.31060606060606055,0.085427135678392
mobilenet_v3_large,4,Effusion,0.7167553191489362,0.6026315789473684
mobilenet_v3_large,4,Emphysema,0.6871794871794872,0.5825641025641026
mobilenet_v3_large,4,Fibrosis,0.6137289121582314,0.6426166426166426
mobilenet_v3_large,4,Hernia,,0.4382402707275803
mobilenet_v3_large,4,Infiltration,0.615,0.6042460533478498
mobilenet_v3_large,4,Mass,0.5295815295815296,0.6139322916666667
mobilenet_v3_large,4,Nodule,0.4418948926720947,0.5402733352718814
mobilenet_v3_large,4,Pleural_Thickening,0.391561806069578,0.6620879120879121
mobilenet_v3_large,4,Pneumonia,0.5454545454545454,0.5221354166666667
mobilenet_v3_large,4,Pneumothorax,0.5151515151515151,0.5892857142857143
mobilenet_v3_large,5,Atelectasis,0.6499382969971206,0.5804735301942006
mobilenet_v3_large,5,Cardiomegaly,0.7557894736842106,0.671997673742367
mobilenet_v3_large,5,Consolidation,0.8661616161616161,0.43033854166666663
mobilenet_v3_large,5,Edema,0.6388888888888888,0.7738693467336684
mobilenet_v3_large,5,Effusion,0.6693262411347518,0.6489473684210526
mobilenet_v3_large,5,Emphysema,0.5364102564102564,0.40102564102564103
mobilenet_v3_large,5,Fibrosis,0.46713205351948806,0.6075036075036075
mobilenet_v3_large,5,Hernia,,0.7225042301184433
mobilenet_v3_large,5,Infiltration,0.5888888888888889,0.5904554527309017
mobilenet_v3_large,5,Mass,0.6075036075036075,0.50390625
mobilenet_v3_large,5,Nodule,0.543301258327165,0.33381797034021515
mobilenet_v3_large,5,Pleural_Thickening,0.4855662472242783,0.4838217338217339
mobilenet_v3_large,5,Pneumonia,0.8131313131313131,0.5091145833333333
mobilenet_v3_large,5,Pneumothorax,0.6717171717171717,0.5867346938775511
googlenet,1,Atelectasis,0.5495680789798437,0.6634743282787976
googlenet,1,Cardiomegaly,0.7189473684210527,0.6926432102355335
googlenet,1,Consolidation,0.9318181818181819,0.50390625
googlenet,1,Edema,0.7070707070707071,0.23115577889447236
googlenet,1,Effusion,0.8315602836879432,0.6478947368421053
googlenet,1,Emphysema,0.4933333333333334,0.4492307692307692
googlenet,1,Fibrosis,0.5648632926119836,0.5983645983645984
googlenet,1,Hernia,,0.6700507614213198
googlenet,1,Infiltration,0.6936111111111112,0.6191253855924514
googlenet,1,Mass,0.632996632996633,0.5572916666666666
googlenet,1,Nodule,0.39452257586972606,0.4754289037510904
googlenet,1,Pleural_Thickening,0.5632864544781643,0.5119047619047619
googlenet,1,Pneumonia,0.4217171717171717,0.55078125
googlenet,1,Pneumothorax,0.5782828282828283,0.8329081632653061
googlenet,2,Atelectasis,0.7531879884821061,0.6264964086193137
googlenet,2,Cardiomegaly,0.8242105263157894,0.6737423669671416
googlenet,2,Consolidation,0.8535353535353535,0.630859375
googlenet,2,Edema,0.3636363636363636,0.5125628140703518
googlenet,2,Effusion,0.7362588652482269,0.6626315789473685
googlenet,2,Emphysema,0.5353846153846153,0.7846153846153847
googlenet,2,Fibrosis,0.6591041303083187,0.5906685906685907
googlenet,2,Hernia,,0.5397631133671743
googlenet,2,Infiltration,0.6919444444444445,0.5049900199600799
googlenet,2,Mass,0.5762385762385762,0.498046875
googlenet,2,Nodule,0.537379718726869,0.46554230881070074
googlenet,2,Pleural_Thickening,0.5714285714285714,0.5033577533577533
googlenet,2,Pneumonia,0.10858585858585856,0.7024739583333334
googlenet,2,Pneumothorax,0.6742424242424243,0.7334183673469388
googlenet,3,Atelectasis,0.6301933360756891,0.6632083000798085
googlenet,3,Cardiomegaly,0.8363157894736842,0.7787147426577493
googlenet,3,Consolidation,0.9015151515151515,0.4348958333333333
googlenet,3,Edema,0.26515151515151514,0.10552763819095479
googlenet,3,Effusion,0.7052304964539008,0.6568421052631579
googlenet,3,Emphysema,0.5558974358974359,0.4441025641025641
googlenet,3,Fibrosis,0.5927865037812682,0.6277056277056277
googlenet,3,Hernia,,0.6954314720812182
googlenet,3,Infiltration,0.6561111111111111,0.6093268009435674
googlenet,3,Mass,0.44973544973544977,0.505859375
googlenet,3,Nodule,0.42709104367135453,0.5225356208200058
googlenet,3,Pleural_Thickening,0.44115470022205777,0.49725274725274726
googlenet,3,Pneumonia,0.601010101010101,0.48502604166666663
googlenet,3,Pneumothorax,0.4772727272727273,0.5625
googlenet,4,Atelectasis,0.5265322912381736,0.6509710029263103
googlenet,4,Cardiomegaly,0.7584210526315789,0.6847920907240477
googlenet,4,Consolidation,0.9292929292929293,0.5944010416666666
googlenet,4,Edema,0.6717171717171717,0.4170854271356784
googlenet,4,Effusion,0.7721631205673759,0.7673684210526317
googlenet,4,Emphysema,0.4635897435897436,0.561025641025641
googlenet,4,Fibrosis,0.4502617801047121,0.49591149591149597
googlenet,4,Hernia,,0.4314720812182741
googlenet,4,Infiltration,0.5933333333333334,0.644892034113591
googlenet,4,Mass,0.6281866281866282,0.47591145833333326
googlenet,4,Nodule,0.44855662472242785,0.4591451003198604
googlenet,4,Pleural_Thickening,0.5196150999259808,0.5189255189255189
googlenet,4,Pneumonia,0.6338383838383839,0.5455729166666666
googlenet,4,Pneumothorax,0.5378787878787878,0.5573979591836735
googlenet,5,Atelectasis,0.607157548334019,0.6211758446395317
googlenet,5,Cardiomegaly,0.7031578947368421,0.7086362314626344
googlenet,5,Consolidation,0.76010101010101,0.6334635416666666
googlenet,5,Edema,0.5631313131313131,0.10050251256281406
googlenet,5,Effusion,0.74822695035461,0.6278947368421053
googlenet,5,Emphysema,0.45128205128205123,0.5917948717948718
googlenet,5,Fibrosis,0.44095404304828384,0.4353054353054353
googlenet,5,Hernia,,0.44839255499153974
googlenet,5,Infiltration,0.5602777777777778,0.673380511703865
googlenet,5,Mass,0.6647426647426647,0.5533854166666667
googlenet,5,Nodule,0.387860843819393,0.4731026461180575
googlenet,5,Pleural_Thickening,0.5965951147298297,0.49206349206349204
googlenet,5,Pneumonia,0.2676767676767677,0.5807291666666667
googlenet,5,Pneumothorax,0.6439393939393939,0.6007653061224489
vgg16,1,Atelectasis,0.44467297408473877,0.4535780792764033
vgg16,1,Cardiomegaly,0.45736842105263154,0.5539400988659494
vgg16,1,Consolidation,0.4898989898989899,0.5286458333333334
vgg16,1,Edema,0.6313131313131313,0.5276381909547738
vgg16,1,Effusion,0.4734042553191489,0.39842105263157895
vgg16,1,Emphysema,0.5846153846153846,0.7015384615384614
vgg16,1,Fibrosis,0.48923792902850494,0.2991822991822992
vgg16,1,Hernia,,0.3062605752961083
vgg16,1,Infiltration,0.61,0.4759571765559789
vgg16,1,Mass,0.6397306397306397,0.439453125
vgg16,1,Nodule,0.4863064396743153,0.4515847630125036
vgg16,1,Pleural_Thickening,0.5099925980754996,0.4282661782661783
vgg16,1,Pneumonia,0.35353535353535354,0.5592447916666667
vgg16,1,Pneumothorax,0.8636363636363636,0.413265306122449
vgg16,2,Atelectasis,0.5141916906622789,0.535780792764033
vgg16,2,Cardiomegaly,0.4810526315789474,0.4972375690607735
vgg16,2,Consolidation,0.4242424242424242,0.4192708333333333
vgg16,2,Edema,0.16414141414141414,0.6783919597989949
vgg16,2,Effusion,0.5190602836879432,0.37894736842105264
vgg16,2,Emphysema,0.6276923076923078,0.46871794871794875
vgg16,2,Fibrosis,0.42990110529377534,0.6079846079846081
vgg16,2,Hernia,,0.6632825719120136
vgg16,2,Infiltration,0.3602777777777778,0.5169660678642714
vgg16,2,Mass,0.4545454545454546,0.5260416666666667
vgg16,2,Nodule,0.5455218356772761,0.5379470776388484
vgg16,2,Pleural_Thickening,0.6447076239822354,0.5238095238095238
vgg16,2,Pneumonia,0.48484848484848486,0.31315104166666663
vgg16,2,Pneumothorax,0.30808080808080807,0.23086734693877553
vgg16,3,Atelectasis,0.6565199506375977,0.5980313913274807
vgg16,3,Cardiomegaly,0.4652631578947368,0.5164291945332946
vgg16,3,Consolidation,0.18434343434343436,0.36588541666666663
vgg16,3,Edema,0.14393939393939398,0.3668341708542714
vgg16,3,Effusion,0.38652482269503546,0.4568421052631579
vgg16,3,Emphysema,0.515897435897436,0.27076923076923076
vgg16,3,Fibrosis,0.4392088423502035,0.6142376142376142
vgg16,3,Hernia,,0.38409475465313025
vgg16,3,Infiltration,0.3386111111111111,0.45019052803483944
vgg16,3,Mass,0.2794612794612795,0.30533854166666663
vgg16,3,Nodule,0.34122871946706146,0.5725501599302123
vgg16,3,Pleural_Thickening,0.3478904515173945,0.5952380952380952
vgg16,3,Pneumonia,0.7020202020202021,0.3834635416666667
vgg16,3,Pneumothorax,0.4242424242424242,0.12244897959183676
vgg16,4,Atelectasis,0.44878650761003713,0.4275073157754722
vgg16,4,Cardiomegaly,0.518421052631579,0.5728409421343414
vgg16,4,Consolidation,0.5353535353535354,0.5455729166666667
vgg16,4,Edema,0.6414141414141414,0.3668341708542714
vgg16,4,Effusion,0.4499113475177305,0.44894736842105265
vgg16,4,Emphysema,0.6235897435897435,0.6994871794871795
vgg16,4,Fibrosis,0.5427574171029668,0.46993746993747
vgg16,4,Hernia,,0.36548223350253806
vgg16,4,Infiltration,0.45388888888888895,0.4423879513699874
vgg16,4,Mass,0.6108706108706108,0.60546875
vgg16,4,Nodule,0.4685418208734271,0.46903169526025
vgg16,4,Pleural_Thickening,0.4093264248704663,0.4484126984126984
vgg16,4,Pneumonia,0.3232323232323232,0.634765625
vgg16,4,Pneumothorax,0.9848484848484849,0.7448979591836735
vgg16,5,Atelectasis,0.4570135746606335,0.5230114392125566
vgg16,5,Cardiomegaly,0.4868421052631579,0.5091596394300668
vgg16,5,Consolidation,0.40909090909090906,0.56640625
vgg16,5,Edema,0.7853535353535354,0.914572864321608
vgg16,5,Effusion,0.47650709219858156,0.5552631578947369
vgg16,5,Emphysema,0.5538461538461539,0.6112820512820514
vgg16,5,Fibrosis,0.4496800465386853,0.4747474747474748
vgg16,5,Hernia,,0.45177664974619286
vgg16,5,Infiltration,0.6280555555555555,0.4543639992741789
vgg16,5,Mass,0.5021645021645021,0.556640625
vgg16,5,Nodule,0.4840858623242043,0.5289328293108462
vgg16,5,Pleural_Thickening,0.5840118430792005,0.46184371184371187
vgg16,5,Pneumonia,0.37373737373737376,0.6106770833333333
vgg16,5,Pneumothorax,0.7222222222222222,0.7831632653061225
vgg19,1,Atelectasis,0.5824763471822295,0.6230380420324555
vgg19,1,Cardiomegaly,0.6152631578947368,0.6123873218959
vgg19,1,Consolidation,0.34595959595959597,0.4231770833333333
vgg19,1,Edema,0.28030303030303033,0.3015075376884422
vgg19,1,Effusion,0.48670212765957444,0.49631578947368427
vgg19,1,Emphysema,0.5538461538461539,0.4369230769230769
vgg19,1,Fibrosis,0.4578243164630599,0.5824915824915825
vgg19,1,Hernia,,0.5143824027072759
vgg19,1,Infiltration,0.39555555555555555,0.46996915260388317
vgg19,1,Mass,0.47426647426647434,0.45182291666666663
vgg19,1,Nodule,0.4330125832716506,0.4899680139575458
vgg19,1,Pleural_Thickening,0.4981495188749075,0.4636752136752137
vgg19,1,Pneumonia,0.7272727272727272,0.3372395833333333
vgg19,1,Pneumothorax,0.6363636363636364,0.2538265306122449
vgg19,2,Atelectasis,0.46482928835870013,0.6219739292364991
vgg19,2,Cardiomegaly,0.44473684210526315,0.6760686246001745
vgg19,2,Consolidation,0.4671717171717171,0.4537760416666667
vgg19,2,Edema,0.48989898989898994,0.3668341708542714
vgg19,2,Effusion,0.3470744680851064,0.33526315789473693
vgg19,2,Emphysema,0.49435897435897436,0.7015384615384614
vgg19,2,Fibrosis,0.4269924374636417,0.3189033189033189
vgg19,2,Hernia,,0.27411167512690354
vgg19,2,Infiltration,0.6197222222222222,0.46488840500816553
vgg19,2,Mass,0.46945646945646946,0.47591145833333326
vgg19,2,Nodule,0.38564026646928196,0.4428612968886304
vgg19,2,Pleural_Thickening,0.5410806809770541,0.4087301587301587
vgg19,2,Pneumonia,0.18686868686868685,0.5611979166666666
vgg19,2,Pneumothorax,0.696969696969697,0.5114795918367347
vgg19,3,Atelectasis,0.4364459070341424,0.46608140462889064
vgg19,3,Cardiomegaly,0.5268421052631578,0.5254434428612968
vgg19,3,Consolidation,0.4494949494949495,0.5768229166666666
vgg19,3,Edema,0.6691919191919191,0.964824120603015
vgg19,3,Effusion,0.4348404255319149,0.48157894736842105
vgg19,3,Emphysema,0.5138461538461538,0.8
vgg19,3,Fibrosis,0.5922047702152414,0.392977392977393
vgg19,3,Hernia,,0.27241962774957695
vgg19,3,Infiltration,0.6009722222222222,0.4757757212847033
vgg19,3,Mass,0.5978835978835979,0.4713541666666667
vgg19,3,Nodule,0.45595854922279794,0.5196277987787147
vgg19,3,Pleural_Thickening,0.39748334566987414,0.5
vgg19,3,Pneumonia,0.13131313131313133,0.49283854166666663
vgg19,3,Pneumothorax,0.8257575757575757,0.610969387755102
vgg19,4,Atelectasis,0.5779514603044015,0.5663740356477787
vgg19,4,Cardiomegaly,0.48526315789473684,0.5571387031113696
vgg19,4,Consolidation,0.45959595959595956,0.43229166666666663
vgg19,4,Edema,0.2676767676767677,0.2864321608040201
vgg19,4,Effusion,0.44281914893617025,0.3731578947368421
vgg19,4,Emphysema,0.5394871794871795,0.23487179487179485
vgg19,4,Fibrosis,0.5369400814426992,0.6301106301106301
vgg19,4,Hernia,,0.4145516074450084
vgg19,4,Infiltration,0.3866666666666667,0.5207766285610597
vgg19,4,Mass,0.44733044733044736,0.390625
vgg19,4,Nodule,0.41302738712065135,0.5376562954347194
vgg19,4,Pleural_Thickening,0.42190969652109545,0.5247252747252747
vgg19,4,Pneumonia,0.7133838383838385,0.34309895833333337
vgg19,4,Pneumothorax,0.6136363636363636,0.389030612244898
alexnet,1,Atelectasis,0.6207322089675031,0.5908486299547752
alexnet,1,Cardiomegaly,0.5068421052631579,0.5158476301250363
alexnet,1,Consolidation,0.4772727272727273,0.330078125
alexnet,1,Edema,0.2095959595959596,0.3919597989949749
alexnet,1,Effusion,0.5527482269503546,0.3794736842105263
alexnet,1,Emphysema,0.5682051282051281,0.47487179487179493
alexnet,1,Fibrosis,0.5026178010471204,0.6224146224146223
alexnet,1,Hernia,,0.6057529610829103
alexnet,1,Infiltration,0.48277777777777775,0.47051351841771005
alexnet,1,Mass,0.45406445406445406,0.4134114583333333
alexnet,1,Nodule,0.46706143597335303,0.4492585053794707
alexnet,1,Pleural_Thickening,0.464100666173205,0.5824175824175825
alexnet,1,Pneumonia,0.494949494949495,0.46809895833333337
alexnet,1,Pneumothorax,0.452020202020202,0.5204081632653061
alexnet,2,Atelectasis,0.5540929658576718,0.6214418728385209
alexnet,2,Cardiomegaly,0.4894736842105263,0.5815644082582146
alexnet,2,Consolidation,0.5075757575757576,0.3541666666666667
alexnet,2,Edema,0.02777777777777779,0.6381909547738693
alexnet,2,Effusion,0.4663120567375887,0.5136842105263157
alexnet,2,Emphysema,0.5620512820512821,0.11384615384615385
alexnet,2,Fibrosis,0.48109365910413027,0.5988455988455988
alexnet,2,Hernia,,0.5025380710659899
alexnet,2,Infiltration,0.5391666666666667,0.6784612592995827
alexnet,2,Mass,0.37277537277537276,0.4830729166666667
